id,meta_id,cat_id
4908,388,192
4909,388,186
4910,388,195
4912,388,198
4913,389,149
4914,389,154
4915,389,161
4916,389,170
4918,389,182
4919,389,190
4920,389,167
4921,389,142
4922,389,197
4923,390,150
4924,390,141
4925,390,154
4926,390,158
4927,390,172
4928,390,184
4929,390,190
4930,390,196
4931,390,180
4932,391,150
4933,391,176
4934,391,158
4935,391,180
4936,391,184
4937,391,168
4939,391,170
4940,391,191
4941,391,141
4942,391,161
4943,391,198
4944,392,149
4945,392,141
4946,392,184
4947,392,169
4948,392,161
4949,392,176
4950,392,186
4951,392,166
4952,392,193
4953,392,147
4954,392,192
4955,392,179
4956,393,149
4957,393,167
4958,393,170
4959,393,172
4960,393,174
4961,393,184
4962,393,176
4963,393,161
4964,393,186
4965,393,191
4966,393,197
4967,393,141
4968,394,150
4969,394,176
4970,394,182
4971,394,186
4972,394,157
4973,394,142
4974,394,192
4976,394,198
4977,394,171
4978,395,149
4979,395,143
4980,395,141
4982,395,158
4983,395,169
4984,395,180
4985,395,184
4986,395,190
4987,395,187
4988,396,151
4989,396,144
4990,396,142
4991,396,148
4992,396,153
4993,396,157
4994,396,155
4995,396,184
4996,396,147
4997,396,190
4998,396,145
4999,396,179
5000,397,150
5001,397,142
5002,397,167
5003,397,170
5004,397,184
5005,397,174
5006,397,143
5007,397,154
5008,397,161
5009,397,190
5010,397,180
5011,398,161
5012,398,149
5013,398,142
5014,398,154
5015,398,147
5016,398,173
5017,398,190
5018,398,184
5019,398,177
5021,398,197
5022,399,144
5023,399,150
5024,399,140
5025,399,148
5026,399,157
5027,399,159
5028,399,168
5029,399,184
5030,399,186
5031,399,155
5032,399,147
5033,399,190
5034,399,180
5035,400,158
5036,400,161
5037,400,150
5038,400,147
5039,400,148
5040,400,172
5041,400,144
5042,400,155
5043,400,184
5044,400,140
5045,400,186
5046,400,190
5047,400,180
5048,401,149
5049,401,142
5050,401,158
5051,401,161
5052,401,172
5053,401,176
5054,401,184
5055,401,192
5056,401,174
5057,401,175
5058,401,179
5059,401,147
5060,401,173
5061,401,186
5062,402,149
5063,402,141
5064,402,172
5065,402,176
5066,402,184
5067,402,161
5068,402,186
5069,402,193
5070,402,170
5071,402,158
5072,402,174
5073,402,143
5074,402,147
5075,402,192
5076,402,179
5077,403,154
5078,403,158
5079,403,172
5080,403,184
5081,403,190
5082,403,161
5084,403,151
5085,403,196
5086,403,180
5087,404,151
5088,404,141
5089,404,148
5090,404,147
5091,404,153
5092,404,157
5093,404,184
5094,404,190
5095,404,187
5096,404,144
5097,404,179
5098,405,144
5099,405,141
5100,405,167
5101,405,143
5102,405,174
5103,405,180
5104,405,184
5105,405,193
5106,405,161
5107,405,186
5108,405,151
5109,405,191
5110,405,177
5111,406,151
5112,406,144
5113,406,141
5114,406,148
5115,406,153
5116,406,157
5117,406,184
5118,406,143
5119,406,190
5120,406,161
5121,406,197
5122,407,142
5123,407,147
5124,407,154
5125,407,183
5126,407,176
5127,407,157
5128,407,190
5129,407,150
5130,407,180
5131,407,173
5132,408,143
5133,408,141
5134,408,154
5135,408,167
5136,408,149
5137,408,192
5138,408,184
5140,408,170
5141,408,180
5142,409,157
5143,409,151
5144,409,141
5145,409,153
5146,409,180
5147,409,191
5148,409,184
5149,409,143
5150,409,175
5151,409,169
5152,410,151
5153,410,143
5154,410,141
5155,410,153
5156,410,184
5157,410,158
5158,410,159
5159,410,161
5160,410,172
5161,410,169
5162,410,174
5163,410,192
5164,410,193
5165,410,179
5166,411,141
5167,411,151
5168,411,184
5169,411,185
5170,411,187
5171,411,186
5172,411,193
5173,411,143
5174,411,192
5175,411,180
5176,412,150
5178,412,154
5179,412,183
5180,412,174
5181,412,172
5182,412,161
5183,412,190
5184,412,158
5185,412,180
5186,413,151
5187,413,143
5188,413,141
5189,413,153
5190,413,157
5191,413,159
5192,413,169
5193,413,184
5194,413,190
5195,413,197
5196,413,175
5197,414,161
5198,414,149
5199,414,174
5200,414,143
5201,414,141
5202,414,190
5203,414,171
5204,414,167
5205,414,154
5206,414,170
5208,414,197
5209,415,161
5210,415,172
5211,415,142
5212,415,184
5213,415,154
5214,415,149
5215,415,190
5216,415,143
5217,415,158
5218,415,197
5219,415,196
5220,416,161
5221,416,149
5222,416,170
5223,416,154
5224,416,184
5225,416,141
5226,416,190
5227,416,143
5228,416,167
5229,416,197
5230,417,157
5231,417,151
5232,417,148
5233,417,184
5234,417,141
5235,417,144
5236,417,190
5237,417,145
5238,417,186
5239,417,167
5240,417,161
5241,417,197
5242,418,158
5243,418,150
5244,418,180
5245,418,184
5246,418,169
5247,418,191
5248,418,174
5249,418,176
5250,418,141
5251,418,161
5252,418,154
5253,419,161
5254,419,172
5255,419,141
5256,419,154
5257,419,184
5258,419,190
5259,419,158
5260,419,149
5261,419,196
5262,419,180
5263,420,151
5264,420,141
5265,420,180
5266,420,184
5267,420,185
5268,420,187
5269,420,193
5270,420,143
5271,420,186
5272,420,192
5273,421,151
5274,421,141
5275,421,180
5276,421,184
5277,421,185
5278,421,187
5279,421,186
5280,421,143
5281,421,193
5282,421,192
5283,422,150
5284,422,143
5285,422,154
5286,422,184
5287,422,142
5288,422,191
5289,422,167
5290,422,193
5291,422,180
5292,423,149
5293,423,147
5294,423,179
5295,423,142
5296,423,177
5297,423,186
5298,423,184
5299,423,194
5300,423,192
5314,425,161
5315,425,149
5316,425,143
5317,425,154
5318,425,142
5319,425,184
5320,425,173
5321,425,147
5322,425,190
5323,425,159
5324,425,167
5325,425,180
5326,425,177
5327,426,150
5328,426,169
5329,426,143
5330,426,141
5331,426,154
5332,426,184
5333,426,158
5334,426,190
5335,426,170
5336,426,180
5337,427,161
5338,427,149
5339,427,170
5340,427,143
5341,427,141
5342,427,154
5343,427,180
5344,427,190
5345,427,167
5346,427,182
5347,428,151
5348,428,143
5349,428,142
5350,428,184
5351,428,154
5353,428,170
5354,428,167
5355,428,161
5356,428,180
5357,429,151
5358,429,143
5359,429,142
5360,429,154
5361,429,184
5362,429,170
5363,429,194
5364,429,180
5365,429,191
5366,430,151
5367,430,143
5368,430,142
5369,430,184
5370,430,154
5371,430,180
5372,430,170
5373,430,194
5374,430,191
5375,431,161
5376,431,149
5377,431,170
5378,431,143
5379,431,141
5381,431,154
5382,431,190
5383,431,174
5384,431,167
5385,431,171
5387,432,167
5388,432,161
5389,432,170
5390,432,143
5391,432,141
5392,432,182
5393,432,180
5394,432,154
5395,432,149
5396,432,190
5397,433,161
5398,433,149
5399,433,170
5400,433,174
5401,433,143
5402,433,154
5403,433,141
5404,433,167
5405,433,190
5406,433,171
5408,433,197
5409,434,158
5410,434,172
5411,434,141
5412,434,184
5413,434,154
5414,434,190
5415,434,161
5416,434,151
5417,434,196
5418,434,180
5419,435,161
5420,435,149
5421,435,170
5422,435,143
5423,435,141
5424,435,154
5426,435,167
5427,435,174
5428,435,190
5429,435,171
5430,435,197
5431,436,161
5432,436,149
5433,436,170
5434,436,143
5435,436,141
5436,436,154
5438,436,167
5439,436,190
5440,436,171
5441,436,197
5442,437,167
5443,437,161
5444,437,149
5445,437,170
5446,437,143
5447,437,154
5448,437,182
5449,437,141
5450,437,190
5452,438,182
5453,438,154
5454,438,141
5455,438,143
5456,438,170
5457,438,149
5458,438,161
5459,438,167
5460,438,190
5462,439,161
5463,439,170
5464,439,149
5465,439,143
5466,439,141
5467,439,154
5468,439,182
5469,439,190
5470,439,167
5472,440,161
5473,440,170
5474,440,149
5475,440,143
5476,440,174
5477,440,141
5478,440,154
5479,440,190
5480,440,167
5482,440,171
5483,440,197
5484,441,161
5485,441,149
5486,441,170
5487,441,143
5488,441,141
5489,441,182
5490,441,154
5491,441,167
5492,441,190
5494,442,158
5495,442,154
5496,442,141
5497,442,190
5498,442,184
5499,442,143
5500,442,170
5501,442,149
5502,442,161
5504,443,158
5505,443,149
5506,443,141
5507,443,154
5508,443,190
5509,443,184
5510,443,180
5511,443,143
5512,443,170
5513,443,161
5514,444,158
5515,444,149
5516,444,141
5517,444,154
5518,444,184
5519,444,190
5520,444,143
5521,444,170
5522,444,161
5524,445,157
5525,445,153
5526,445,184
5527,445,187
5528,445,148
5529,445,151
5530,445,192
5531,445,179
5532,445,198
5533,445,141
5534,446,157
5535,446,151
5536,446,141
5537,446,186
5538,446,182
5539,446,176
5540,446,174
5541,446,192
5543,446,198
5544,447,158
5545,447,150
5546,447,141
5547,447,154
5548,447,180
5549,447,184
5550,447,143
5551,447,170
5552,447,191
5553,448,157
5554,448,161
5555,448,158
5556,448,172
5557,448,148
5558,448,187
5559,448,174
5560,448,184
5561,448,190
5562,448,153
5563,448,141
5564,448,151
5566,449,151
5567,449,141
5568,449,184
5569,449,180
5570,449,143
5571,449,187
5572,449,193
5573,449,185
5574,449,186
5575,449,192
5576,450,149
5577,450,141
5578,450,153
5579,450,192
5580,450,183
5581,450,176
5582,450,148
5583,450,161
5584,450,195
5585,450,179
5586,450,198
5587,451,141
5588,451,154
5589,451,190
5591,451,143
5592,451,170
5593,451,161
5594,451,167
5595,451,149
5597,452,161
5598,452,149
5599,452,142
5600,452,154
5601,452,182
5602,452,176
5603,452,193
5604,452,167
5605,452,190
5606,452,174
5607,452,180
5608,453,167
5609,453,151
5610,453,141
5611,453,143
5612,453,170
5613,453,184
5614,453,180
5615,453,154
5616,453,192
5617,454,154
5618,454,141
5620,454,190
5621,454,174
5622,454,161
5623,454,167
5624,454,149
5625,454,143
5626,454,170
5627,454,171
5628,454,197
5629,455,142
5630,455,154
5632,455,184
5633,455,177
5634,455,147
5635,455,151
5636,455,166
5637,455,197
5638,456,167
5639,456,161
5640,456,141
5641,456,154
5642,456,190
5643,456,182
5644,456,143
5645,456,170
5646,456,149
5648,457,161
5649,457,167
5650,457,141
5651,457,154
5652,457,190
5653,457,180
5654,457,182
5655,457,143
5656,457,170
5657,457,150
5658,458,158
5659,458,151
5660,458,141
5661,458,154
5662,458,190
5663,458,180
5664,458,172
5665,458,184
5666,458,161
5667,458,196
5668,459,161
5669,459,167
5671,459,154
5672,459,190
5673,459,182
5674,459,143
5675,459,170
5676,459,150
5678,460,158
5679,460,161
5681,460,154
5682,460,190
5683,460,180
5685,460,143
5686,460,170
5687,460,150
5688,461,167
5689,461,149
5690,461,141
5691,461,154
5692,461,190
5693,461,180
5694,461,182
5695,461,143
5696,461,170
5697,462,167
5698,462,161
5699,462,149
5700,462,141
5701,462,154
5702,462,190
5703,462,184
5704,462,143
5705,462,170
5707,463,161
5708,463,167
5709,463,149
5710,463,141
5711,463,154
5712,463,190
5713,463,184
5714,463,143
5715,463,170
5717,464,158
5718,464,161
5719,464,151
5720,464,141
5721,464,154
5722,464,190
5723,464,143
5724,464,170
5725,464,184
5727,465,161
5728,465,167
5729,465,141
5730,465,154
5731,465,190
5732,465,182
5733,465,143
5734,465,170
5735,465,150
5737,466,161
5738,466,167
5739,466,150
5740,466,141
5741,466,154
5742,466,190
5743,466,182
5744,466,143
5745,466,170
5747,467,161
5748,467,167
5749,467,141
5750,467,154
5751,467,190
5752,467,184
5753,467,143
5754,467,170
5755,467,149
5757,468,161
5758,468,167
5759,468,141
5760,468,154
5761,468,190
5762,468,180
5763,468,182
5764,468,143
5765,468,170
5766,468,150
5767,469,167
5768,469,161
5770,469,141
5771,469,154
5772,469,190
5773,469,180
5774,469,182
5775,469,143
5776,469,170
5787,471,161
5788,471,167
5789,471,150
5790,471,141
5791,471,154
5792,471,190
5793,471,184
5794,471,143
5795,471,170
5796,471,180
5797,472,167
5798,472,150
5799,472,141
5800,472,154
5801,472,184
5802,472,143
5803,472,170
5804,472,192
5805,472,180
5806,473,161
5807,473,158
5809,473,141
5810,473,154
5811,473,190
5816,473,143
5818,474,161
5819,474,167
5822,474,154
5823,474,190
5825,474,174
5826,474,170
5827,474,171
5828,474,197
5829,475,161
5830,475,167
5831,475,149
5832,475,141
5833,475,154
5834,475,190
5835,475,182
5836,475,143
5837,475,174
5838,475,170
5839,475,197
5854,477,142
5857,477,179
5858,477,183
5859,477,143
5860,477,170
5861,478,161
5862,478,167
5864,478,141
5865,478,154
5866,478,190
5868,478,143
5869,478,174
5870,478,170
5871,478,197
5872,479,161
5873,479,149
5874,479,154
5875,479,190
5878,479,143
5879,479,170
5891,481,157
5892,481,150
5893,481,142
5894,481,154
5895,481,184
5896,481,174
5897,481,192
5899,481,176
5900,481,161
5901,481,168
5903,482,161
5904,482,158
5905,482,150
5906,482,142
5907,482,154
5908,482,190
5909,482,183
5910,482,196
5911,482,172
5912,482,180
5913,483,161
5914,483,158
5917,483,154
5918,483,190
5920,483,196
5921,483,172
5922,483,180
5923,484,161
5924,484,167
5925,484,149
5926,484,141
5927,484,154
5928,484,190
5929,484,184
5930,484,143
5931,484,170
5933,485,141
5934,485,150
5935,485,154
5936,485,190
5938,485,143
5939,485,170
5940,485,158
5942,486,161
5945,486,154
5946,486,190
5947,486,180
5948,486,184
5949,486,196
5951,487,161
5954,487,154
5955,487,190
5956,487,180
5957,487,184
5958,487,196
5959,487,172
5960,488,161
5962,488,154
5965,488,190
5966,488,143
5967,488,174
5968,488,170
5969,488,197
5970,489,161
5971,489,159
5972,489,160
5973,489,150
5974,489,142
5975,489,154
5976,489,190
5977,489,184
5978,489,196
5979,489,172
5980,489,180
5981,490,161
5982,490,159
5983,490,160
5984,490,150
5985,490,142
5986,490,154
5987,490,190
5988,490,183
5989,490,196
5990,490,172
5991,490,180
5992,491,159
5993,491,161
5994,491,151
5995,491,141
5996,491,154
5997,491,180
5998,491,184
5999,491,190
6000,491,143
6001,491,169
6002,491,175
6003,492,161
6006,492,141
6007,492,154
6008,492,190
6010,492,174
6011,492,143
6013,493,161
6014,493,150
6015,493,141
6016,493,154
6017,493,190
6018,493,180
6019,493,182
6020,493,143
6021,493,170
6022,494,161
6023,494,149
6024,494,141
6025,494,180
6026,494,190
6027,494,143
6028,494,170
6029,494,154
6032,495,194
6033,495,151
6034,495,141
6035,495,154
6036,495,180
6037,495,192
6038,495,184
6039,495,143
6040,495,170
6041,496,161
6042,496,151
6043,496,154
6044,496,180
6045,496,141
6046,496,184
6047,496,190
6048,496,196
6049,496,172
6050,497,158
6051,497,150
6052,497,154
6053,497,142
6054,497,180
6055,497,190
6056,497,184
6059,498,167
6060,498,149
6061,498,141
6062,498,154
6063,498,192
6064,498,184
6065,498,143
6066,498,170
6067,498,180
6068,499,161
6070,499,154
6071,499,141
6072,499,180
6073,499,190
6074,499,184
6075,499,196
6076,499,172
6077,500,161
6079,500,180
6080,500,154
6081,500,141
6082,500,184
6083,500,190
6084,500,196
6086,501,167
6088,501,154
6089,501,180
6090,501,141
6091,501,182
6092,501,190
6093,501,143
6096,502,142
6097,502,154
6098,502,180
6101,502,190
6102,502,151
6103,502,161
6104,503,151
6105,503,158
6106,503,180
6107,503,154
6108,503,142
6109,503,184
6110,503,143
6112,503,191
6113,504,161
6114,504,158
6115,504,150
6116,504,141
6117,504,154
6118,504,180
6119,504,190
6120,504,182
6121,504,143
6122,504,170
6123,505,143
6124,505,190
6126,505,161
6127,505,170
6128,505,154
6129,505,180
6131,505,150
6132,506,143
6133,506,170
6134,506,190
6136,506,154
6137,506,180
6139,506,150
6140,506,161
6141,507,161
6142,507,154
6143,507,180
6147,507,143
6150,508,161
6151,508,149
6153,508,154
6156,508,190
6157,508,143
6158,508,170
6159,509,167
6160,509,150
6161,509,186
6162,509,180
6163,509,142
6164,509,184
6165,509,192
6166,509,143
6167,509,170
6168,510,161
6170,510,154
6171,510,180
6172,510,141
6173,510,182
6174,510,190
6175,510,143
6177,511,161
6178,511,151
6179,511,141
6180,511,154
6181,511,180
6182,511,190
6183,511,184
6184,511,196
6185,511,172
6186,512,161
6187,512,150
6188,512,154
6189,512,180
6190,512,142
6192,512,190
6193,512,196
6195,513,161
6196,513,154
6197,513,180
6198,513,141
6199,513,184
6200,513,190
6201,513,196
6202,513,172
6204,514,161
6205,514,180
6207,514,154
6208,514,142
6209,514,184
6210,514,172
6212,514,191
6223,516,161
6224,516,154
6225,516,180
6226,516,142
6227,516,184
6228,516,191
6229,516,143
6231,517,195
6232,517,159
6233,517,161
6234,517,140
6235,517,153
6236,517,179
6237,517,184
6238,517,191
6239,517,144
6240,517,145
6241,517,172
6242,517,147
6243,517,149
6244,518,161
6245,518,195
6246,518,149
6248,518,154
6249,518,180
6250,518,184
6251,518,191
6252,518,177
6253,518,174
6254,518,147
6255,518,173
6256,518,172
6258,519,161
6259,519,160
6261,519,154
6262,519,180
6263,519,191
6264,519,184
6265,519,177
6266,519,174
6267,519,147
6268,519,173
6269,519,172
6271,520,167
6272,520,161
6273,520,149
6274,520,141
6275,520,153
6276,520,197
6277,520,192
6278,520,184
6279,520,143
6280,520,170
6281,521,161
6282,521,162
6283,521,149
6285,521,154
6286,521,180
6287,521,191
6288,521,184
6289,521,174
6290,521,177
6291,521,172
6292,521,173
6293,522,167
6295,522,154
6296,522,180
6300,522,143
6302,523,141
6303,523,167
6304,523,161
6306,523,154
6307,523,180
6308,523,190
6310,523,143
6321,525,157
6322,525,150
6323,525,154
6324,525,180
6325,525,142
6328,525,143
6330,526,161
6331,526,154
6332,526,180
6333,526,141
6334,526,150
6335,526,190
6336,526,182
6337,526,143
6341,527,154
6342,527,180
6343,527,142
6344,527,184
6345,527,191
6346,527,143
6347,527,170
6348,528,161
6349,528,159
6350,528,151
6351,528,142
6352,528,154
6353,528,197
6354,528,191
6355,528,184
6356,528,196
6357,528,172
6358,529,161
6359,529,158
6360,529,149
6361,529,141
6362,529,180
6363,529,191
6364,529,184
6365,529,174
6366,529,172
6367,529,193
6368,529,196
6369,529,186
6370,530,161
6372,530,154
6373,530,180
6374,530,141
6375,530,184
6376,530,190
6377,530,196
6378,530,172
6379,531,161
6380,531,150
6381,531,154
6382,531,180
6384,531,141
6385,531,190
6386,531,143
6388,532,157
6389,532,150
6390,532,154
6391,532,180
6392,532,142
6393,532,184
6394,532,190
6395,532,143
6397,533,158
6398,533,150
6399,533,154
6400,533,180
6401,533,142
6402,533,184
6403,533,190
6404,533,196
6405,533,174
6406,533,172
6407,534,161
6408,534,154
6409,534,180
6412,534,143
6415,534,150
6416,535,161
6418,535,154
6419,535,180
6420,535,141
6421,535,184
6422,535,190
6423,535,196
6424,535,172
6425,536,161
6427,536,154
6428,536,180
6429,536,141
6430,536,184
6431,536,190
6432,536,196
6433,536,172
6434,537,157
6435,537,154
6436,537,180
6437,537,142
6438,537,190
6439,537,184
6440,537,143
6441,537,148
6442,537,150
6452,539,161
6453,539,150
6454,539,154
6455,539,180
6456,539,141
6458,539,190
6459,539,143
6461,540,161
6462,540,154
6463,540,180
6465,540,141
6466,540,184
6467,540,190
6468,540,196
6469,540,172
6470,541,157
6472,541,154
6473,541,180
6474,541,142
6475,541,184
6476,541,190
6479,542,161
6480,542,180
6481,542,154
6482,542,141
6483,542,184
6484,542,190
6485,542,196
6486,542,172
6488,543,158
6489,543,150
6490,543,154
6491,543,180
6492,543,141
6493,543,184
6494,543,190
6495,543,143
6497,544,161
6498,544,167
6499,544,154
6500,544,180
6501,544,150
6502,544,141
6503,544,190
6505,544,143
6507,545,161
6508,545,154
6509,545,180
6511,545,141
6512,545,184
6513,545,190
6514,545,196
6515,545,172
6516,544,182
6517,544,170
6518,545,158
6519,545,151
6520,542,158
6521,542,151
6522,540,157
6523,540,158
6524,540,151
6526,539,182
6527,539,170
6528,536,158
6529,536,151
6530,535,158
6531,535,151
6532,534,167
6533,534,141
6534,534,182
6535,534,190
6536,534,170
6537,530,158
6538,530,151
6539,541,158
6540,541,161
6541,541,151
6542,541,141
6543,536,157
6544,535,157
6546,531,182
6547,531,170
6548,526,167
6549,526,170
6550,523,149
6551,523,182
6552,523,170
6553,522,161
6554,522,149
6555,522,190
6556,522,182
6557,522,170
6558,513,157
6559,513,158
6560,513,151
6561,511,158
6562,510,167
6563,510,149
6564,510,170
6566,507,167
6567,507,149
6568,507,182
6569,507,190
6570,507,170
6571,506,157
6572,506,182
6573,505,157
6574,505,182
6575,501,161
6576,501,170
6577,500,158
6578,500,151
6579,500,172
6580,499,157
6581,499,158
6582,499,151
6583,496,157
6584,496,158
6585,494,182
6587,493,167
6588,492,167
6589,492,149
6590,492,170
6591,487,158
6592,487,151
6593,487,141
6594,487,157
6595,486,157
6596,486,158
6597,486,151
6598,486,141
6599,486,172
6600,488,167
6601,488,150
6602,488,171
6603,492,171
6604,485,182
6605,485,180
6606,483,157
6607,483,151
6608,483,141
6609,483,184
6610,478,149
6611,478,171
6612,474,149
6613,474,141
6614,474,143
6615,473,149
6616,473,180
6617,473,170
6619,469,150
6621,475,171
6623,459,180
6624,477,149
6625,477,158
6626,477,192
6627,477,154
6628,546,157
6629,546,158
6630,546,161
6631,546,150
6632,546,142
6633,546,154
6634,546,190
6635,546,180
6636,546,143
6637,546,172
6638,546,196
6639,546,148
6650,395,186
6651,465,180
6652,428,191
6653,439,180
6654,438,180
6655,437,180
6656,441,180
6657,442,180
6658,444,180
6659,451,184
6660,451,180
6661,456,180
6662,459,141
6663,460,184
6664,462,180
6665,463,180
6666,464,180
6667,466,180
6668,467,180
6671,473,183
6672,484,180
6673,494,158
6674,501,151
6675,501,158
6676,503,161
6677,506,141
6678,505,141
6679,507,141
6680,512,158
6681,516,158
6682,516,170
6683,522,141
6685,527,161
6686,527,158
6687,531,158
6688,539,158
6689,543,169
6690,543,170
6691,512,148
6692,512,172
6693,512,143
6694,512,184
6695,512,157
6696,537,158
6697,537,161
6698,537,196
6699,537,172
6700,532,158
6701,532,161
6702,532,196
6703,532,172
6704,532,148
6705,525,184
6706,525,190
6707,525,148
6708,546,184
6709,548,157
6710,548,161
6711,548,167
6712,548,151
6713,548,141
6714,548,186
6715,548,184
6716,548,190
6717,548,197
6718,548,144
6719,548,145
6720,548,148
6722,503,170
6723,516,151
6724,527,151
6725,460,141
6726,403,141
6727,497,161
6728,497,172
6729,497,196
6730,497,174
6731,412,142
6732,412,196
6733,533,161
6734,541,172
6735,541,196
6736,518,142
6737,502,184
6738,502,174
6739,502,177
6740,502,172
6741,502,173
6742,502,147
6743,514,173
6744,514,147
6745,514,174
6746,514,177
6747,514,151
6748,519,151
6749,519,142
6750,398,158
6751,398,172
6752,521,147
6753,521,142
6754,414,183
6757,436,174
6758,431,197
6760,474,182
6761,454,182
6762,440,182
6763,436,182
6764,435,182
6765,431,182
6766,433,182
6767,478,182
6768,488,183
6769,488,141
6770,492,182
6771,492,197
6772,389,174
6773,389,171
6774,389,143
6775,416,171
6777,508,197
6778,508,182
6779,508,142
6780,508,167
6781,479,167
6783,479,197
6784,479,182
6785,479,142
6786,388,179
6787,375,179
6788,376,179
6789,394,197
6790,446,197
6792,481,197
6793,391,154
6794,392,174
6795,392,172
6796,393,147
6797,377,147
6798,452,172
6799,452,147
6800,372,191
6801,448,180
6802,379,191
6803,455,191
6805,549,248
6806,549,251
6807,549,213
6808,549,225
6809,549,259
6810,549,235
6811,549,231
6812,549,202
6813,549,254
6814,549,245
6815,549,239
6816,550,202
6817,550,252
6818,550,223
6819,550,226
6820,550,259
6821,550,248
6822,550,255
6823,550,210
6824,550,235
6825,550,239
6826,551,210
6827,551,248
6828,551,207
6829,551,251
6830,551,213
6831,551,259
6832,551,235
6833,551,240
6834,551,254
6835,551,245
6836,552,208
6837,552,248
6838,552,259
6839,552,230
6840,552,231
6841,552,217
6842,552,226
6843,552,240
6844,552,227
6845,552,260
6846,552,223
6847,552,202
6848,552,245
6849,552,254
6850,553,215
6851,553,208
6852,553,227
6853,553,225
6854,553,231
6855,553,248
6856,553,259
6857,553,240
6858,553,260
6859,553,243
6860,553,245
6861,553,254
6862,554,208
6863,554,217
6864,554,223
6865,554,228
6866,554,232
6867,554,230
6868,554,259
6869,554,260
6870,554,241
6871,554,240
6872,554,254
6873,554,248
6874,554,206
6875,555,209
6876,555,248
6877,555,215
6878,555,218
6879,555,225
6880,555,230
6881,555,255
6882,555,259
6883,555,260
6884,555,223
6885,555,239
6886,555,233
6887,555,245
6888,555,202
6889,556,210
6890,556,248
6891,556,251
6892,556,213
6893,556,225
6894,556,235
6895,556,231
6896,556,259
6897,556,254
6898,556,245
6899,556,202
6900,556,239
6901,557,213
